BOOKNUMBER,BOOKNAME,NAMEOFAUTHOR,NAMEOFPUBLISHER,COSTOFBOOK,DATEOFENTRY,STATUSOFBOOK,SOURCEOFBOOK,RACKNUMBER,CATEGORY
799,ELEMENTS OF ARTIFICIAL NEURAL NETWORKS,KRISHNA MELHOTRA         CHILUKURI K MOHAN    SANJAY RANKA,PENRAM PUBLISHERS,485.00,2012-10-08,YES,,,
800,SOFTWARE PROJECT MANAGEMENT,BOB HUGHES              MIKE COTTERELL           RAJIB MALL,TMH,485.00,2012-10-08,YES,,,
801,PRINCIPLES OF SOFT COMPUTING,S.N.SIVANDAM                        S.N.DEEPA,WILEY,449.00,2012-10-08,YES,,,
802,INTORDUCTION TO PARALLEL PROCESSING,M.SASIKUMAR                       DINESH SHIKHARE               P.RAVI PRAKASH,PHI LEARNING,185.00,2012-10-08,YES,,,
803,ADVANCED MODERN ENGINEERING MATHEMATICS,GLYN JAMES,PERARSON,625.00,2012-10-08,YES,,,
804,COMPILER DESIGN  IN C,ALLEN I HOLUB,PHI LEARNING,495.00,2012-10-15,YES,PTA,,
805,AN INTRODUCTION TO FORMAL LANGUAGES AND AUTOMATA,NAROSA,PETER LINZ,325.00,2012-10-15,YES,PTA,,
806,INTRODUCTION TO LANGUAGES AND THEORY OF COMPUTATION,JOHN C. MARTIN,TMH,385.00,2012-10-15,YES,PTA,,
807,COMPUTER ARCHITECTURE - A QUANTITATIVE APPROACH,JOHN L.HENNRY                    DAVID A PETERSON,ELSEVIER,450.00,2012-10-15,YES,PTA,,
808,GRYPTOGRAPHY AND NETWORK SECURITY (PRINCIPLES AND PRACTICE,WILLAIM STALLINGS,PEARSON,425.00,2012-10-15,YES,PTA,,
809,INTORDUCTION TO CRYPTOGRAPHY WITH CODING THEORY,WADE TRAPPE                       LAWRENCE C.WASHINGTON,PEARSON,450.00,2012-10-15,YES,PTA,,
810,COMPUTER ORGANISATION AND DESING. THE HARDWARE AND SOFTWARE INTERFACE ARM EDITION,DAVID A.PATTERSON           JOHN L.HENNERY,ELSEVIER,495.00,2012-10-15,YES,PTA,,
811,SYSTEM PROGRAMMING,SAMANTHA PAL,OXFORD HIHGER EDUCATION,395.00,2012-10-15,YES,PTA,,
812,FUNDAMENTALS OF SEQUENTIAL AND PARALLEL ALGORITHMS ALOGRITHMS,KENNETH A BERMAN          JEROME L PAUL,THOMSON BOOKS & COLE,425.00,2012-10-15,YES,PTA,,
813,SIGNALS  SYSTEMS AND COMMUNCATION,B.P.LATHI,B.S.PUBLICATIONS,325.00,2012-10-15,YES,PTA,,
814,NATURAL LANGUAGE PROCESSING AND INFORMATION RETRIVAL,TANVEER SIDDIQUE            G.S.TIWAY,OXFORD,275.00,2012-10-15,YES,PTA,,
815,STARTING OUT WITH MODERN COMPILER DESIGN,DAVID GALLES,DREAM TECH PRESS,279.00,2012-12-18,YES,PTA,,
816,STRUCTURED COMPUTER ORGANIZATION,ANDREW S TANENBAUM   ,PHI LEARNING,225.00,2012-12-18,YES,PTA,,
817,COMPUTER FUNDAMENTALS,B.RAM,NEW AGE INTERNATIONAL PUBLISHERS,250.00,2012-12-18,YES,PTA,,
818,SYSTEM FORENSICS,ANKIT FADIA                          BOOMIL PRINCE                   KOMAL,VIKAS,350.00,2012-12-18,YES,PTA,,
819,CORPORATE COMPUTER AND NETWORK SECURITY,RAYMOND R                          PANKO,PEARSON,,2012-12-18,YES,PTA,,
820,WIRELESS COMMUNICATIONS,THEODORE S                          RAPPAPORT,PEARSON,,2012-12-18,YES,PTA,,
821,HIGH PERFORMANCE COMMUNICATION NETWORKS,JEAN WAKAND                     PRVIN VARAIYA,ELSEVIER,450.00,2012-12-18,YES,PTA,,
822,INTORDUCTION TO LINEAR ALGEBRA,GILBERT STRANG,WELLESLEY CAMBRIDGE PRESS,395.00,2012-12-18,YES,PTA,,
823,THE DATABASE APPLICATION BOOK SING THE MYSQL DATABASE SYSTEM,NAVAIN GEHANI,UNIVERSITY PRESS,275.00,2012-12-18,YES,PTA,,
824,EXPERT C PROGRAMMING DEEP C SECRETS,PETER VAN DER                     LINTEL,PEARSON,425.00,2012-12-18,YES,PTA,,
825,THE DATABASE BOOK PRINCIPLES AND PRACTICE USING  MYSQL,NARAIN GAHARI,UNIVERSITY PRESS,450.00,2012-12-18,YES,PTA,,
826,LEARING AND SOFTCOMPUTING,VOJISLAV KACMAN,PERARSON,350.00,2012-12-18,YES,PTA,,
827,"FOUNDATIONS OF THE SEMANTIC WEB XML, RDF AND OUTLOGY",REJENDRA AKAREKAR,NAROSA,350.00,2012-12-18,YES,PTA,,
828,ELEMENTS OF ARTIFICIAL NEURAL NETWORKS,KRISHNA MELHOTRA         CHILUKURI K MOHAN    SANJAY RANKA,PENTA INTERNATIONAL,,,,,,
829,PATTERN RECOGNATION AN INTRODUCTION,V.SUSHEELA DEVI                 M.NARASIMHA MURTI,UNIVERSITY PRESS,225.00,,,,,
830,EMBEDDED REALTIME SYSTEM PROGRAMMING,SRIRAM V.IYER       PANKAJ GUPTA,TMH,375.00,,,,,
831,A NETWORKING APPROACH TO GRID COMPUTING,DANIEL MINOLI,WIELY,349.00,,,,,
832,IC PROJECT -FUN FOR THE ELECTRONIC HOBBYIST AND TECHNICIAN,CARL J.BERGQUIST,BPB,99.00,,,,,
833,HTML 5 IN SIMPLE STEPS,KOGENT LEARNING SOLUTIONS INC,DREAM TECH INDIA PVT LTD,,,,,,
834,COMPUTER ORIENTED NUMARICAL METHODS,N.DATTA,VIAK,250.00,,,,,
835,AN INTRODUCTION TO OPERATING SYSTEM CONCEPTS AND PRACTICE,PROMOD CHAND P BHATT,PHI LEARNING,375.00,,,,,
836,HADOOP IN ACTION,CHUK LAM,DREAM TECH,549.00,2013-01-22,YES,D.F.,,
837,DATA BASE SYSTEM CONCEPTS,ABRAHAM SILBASCHAZ   HENNY F. KORTH                  D.SUDARSHAN,TMH,,2013-01-29,YES,,,
838,OPERATING SYSTEM CONCEPTS,SILBERSCHATZ GALM GAGNE,WILLEY STUDENT EDITION,,2013-06-21,YES,,,
839,EMBEDDED SYSTEM DESIGN – A UNIFIED HARDWARE/SOFTWARE INTRODUCTION,FRANK VAHID                        TONY GIVARGIS,WILLEY STUDENT EDITION,319.00,2013-06-21,YES,,,
840,COMPUTER NETWORKS,ANDREW S TANENBAUM    ,PHI LEARNING,200.00,2013-06-21,YES,,,
841,LOGIC DESIGN TEHORY,NRIPENDRA N BISWAS,PHI LEARNING,195.00,2013-06-21,YES,,,
842,TEXT BOOK OF ENVIRONMENTAL STUDIES,DR.K.RAGHAVAN NAMBIAR,SCITECH,300.00,2013-06-21,YES,,,
843,NEORA FUZZY AND SOFT COMPUTING A COMPUTAIONAL APPROACH TO LEARINGIN AND MACHINE INTELLIGENCE,J.S.R JANG                               C.T.SUN                                   E.MIZUTAIS,PEARSON,,2013-06-21,YES,,,
844,LECTURE NOTE IN ENGINEERING MATHEMATICS- IV,DR. JAYMON JOSEPH,,160.00,2013-06-21,YES,,,
845,UNDERSTANDING FOSS,B.MAHENDRAN,SAI CARE PUBLICATIONS,180.00,2013-11-29,YES,,,
846,HACAKING -TOOLS & TECHNIQUES AND INCIDENT HANDLING,NIIT,PHI LEARNING,295.00,2013-12-17,YES,,,
847,SPEECH AND AUDIO SIGNAL PROCESSING,BEN GOLD                               NELSON MORGAN,WIELY INDIA,549.00,2013-12-17,YES,,,
848,RESEARCH IN EDUCATION,JOHN W.BEST                          JAMES V KAHN,PHI LEARNING,850.00,2013-12-30,YES,,,
849,RESEARCH IN EDUCATION,JOHN W.BEST                          JAMES V KAHN,PHI LEARNING,850.00,2013-12-31,YES,,,
850,RESEARCH IN EDUCATION,JOHN W.BEST                          JAMES V KAHN,PHI LEARNING,850.00,2013-12-31,YES,,,
851,RESEARCH IN EDUCATION,JOHN W.BEST                          JAMES V KAHN,PHI LEARNING,850.00,2013-12-31,YES,,,
852,RESEARCH IN EDUCATION,JOHN W.BEST                          JAMES V KAHN,PHI LEARNING,850.00,2013-12-31,YES,,,
853,RESEARCH IN EDUCATION,JOHN W.BEST                          JAMES V KAHN,PHI LEARNING,850.00,2013-12-31,YES,,,
854,RESEARCH METHOLOGY CONCEPTS & CASES,DEEPAK CHAWLA,,450.00,2014-01-31,YES,,,
855,VIDYARTHIKALKKORU NAVA MAHA NIGNADU,K.MANIKANDAN,NIRMALA BOOKS,75.00,2014-02-06,YES,,,
856,"DATA BASE SYSTEMS MODELS, LANGUAGES, DISIGN AND APPLICATION PROGRAMMING",ELMASRI                                 NAVATHE,PEARSON,,2014-02-17,YES,,,
857,SPEECH AND LANGUAGE PROCESSING,DANIEL JURAFSKY                JAMES H MARTIN,,,2014-02-17,YES,,,
858,COMPUTER NETWORKS,LANCY L PATERSON             BEVICE S DAVIE,MORGAN KAUFMANN,,2014-02-24,YES,,,
859,BASHA SASTHRA DRISHTIYILOODA,DR.V.R.PRABODHACHANDRAN NAIR,KERALA BASHA INSTITUTE,155.00,2014-04-04,YES,DEPT.FUND,,
860,NETWORK SYSTEMS,ROSHAN LAL SHARMA       PAULO T DE SONSA              ASHOK D INGLE,CBS PUBLISHES & DISTRIBUTORS,60.00,2014-04-04,YES,DEPT.FUND,,
861,A TEXT BOOK OF  ENGINEERING MATHEMATICS,N.P.BALI                                   MANISH GOYAL,LAKSHMI PUBLICATIONS,575.00,2014-06-16,YES,,,
862,LECTURE NOTE IN ENGINEERING MATHEMATICS- IV,JOYMON JOSEPH,CALICUT UNIVERSITY CENTRAL CO-OP STORES,150.00,2014-06-16,YES,,,
863,DISCRETE  AND COMBINATORIAL MATHEMATICS  -AN APPLIED INSTRUCTION,RALPH P.GRIMALDI              B.V.RAMANA,PEARSON,595.00,2014-06-16,YES,,,
864,DISCRETE  AND COMBINATORIAL MATHEMATICS – AN APPLIED INSTRUCTION,RALPH P.GRIMALDI              B.V.RAMANA,PEARSON,595.00,2014-06-16,YES,,,
865,DISCRETE  AND COMBINATORIAL MATHEMATICS -AN APPLIED INSTRUCTION,RALPH P.GRIMALDI              B.V.RAMANA,PEARSON,595.00,2014-06-16,YES,,,
866,DISCRETE  AND COMBINATORIAL MATHEMATICS – AN APPLIED INSTRUCTION,RALPH P.GRIMALDI             ,PEARSON,565.00,2014-06-16,YES,,,
867,INTRODUCTION TO ALGORITHMS,THOMAS H CORMEN           CHARLES E LEISERSON     RONALD L RIVEST                CLIFFORD STEIN,PHI LEARNING,475.00,2014-06-16,YES,,,
868,DATA STRUCTURES AND ALGORITHMS,"ALFRED V AHO, JOHN E HOPCRAFT, JEFFERY D ULLMAN",PEARSON,275.00,2014-06-16,YES,,,
869,AN INTRODUCTION TO DATA STRUCTURE WITH APPLICAITONS,JEAN PAUL                             TREMBLEY                              PAUL G SORENSON,TMH,410.00,2014-06-16,YES,,,
870,A TEXT BOOK OF ELECTRICAL TECHNOLOGY IN S.I. UNITS VOL-1,B.L. THERAJA                           A.K. THERAJA,S.CHAND PUBLICATION,375.00,2014-06-16,YES,,,
871,A TEXT BOOK OF ELECTRICAL TECHNOLOGY IN S.I. UNITS VOL-1,B.L. THERAJA                           A.K. THERAJA,S.CHAND PUBLICATION,375.00,2014-06-16,YES,,,
872,PRINCIPLES OF ELECTRICAL ENGINEERING AND ELECTRONICS,V.K.MEBA,S CHAND,,2014-06-16,YES,,,
873,DATA MINING,T.V.SUMESHKUMAR             SWARA REDDY                      JAGADISH K KALLIMANI,ELSEVIER,315.00,2015-01-20,YES,,,
874,PROGRAMMING EMBEDDED SYSTEMS-WITH C AND GNU DEVELOPMENT TOOLS,MICHAEL BARR                    ANTHONY MASSA    ,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,250.00,2015-01-20,YES,,,
875,INTORDUCTION TO ALGORITHMS,THOMAN H COREMEN        CHARLES E LEISERSON      RONALD L RIVEST               CLIFFORD STEIN,PHI LEARNING,325.00,2015-06-23,YES,,,
876,INTORDUCTION TO ALGORITHMS,THOMAN H COREMEN        CHARLES E LEISERSON      RONALD L RIVEST               CLIFFORD STEIN,PHI LEARNING,425.00,2015-06-23,YES,,,
877,COMPUTER GRAPHICS,DONALD HEARN   M.PAULINE BAKER,PHI LEARNING,,2015-06-23,YES,,,
878,LOGIC DESIGN TEHORY,NRIPENDRA N BISWAS,PHI LEARNING,195.00,2015-06-23,YES,,,
879,LOGIC DESIGN TEHORY,NRIPENDRA N BISWAS,PHI LEARNING,195.00,2015-06-23,YES,,,
880,DIGITAL FUNDAMENTALS,THOMAS  FLOYD,PEARSON,525.00,2015-06-23,YES,,,
881,"ENGINEERING GRAPHICS – UNIQUE METHODS, EASY SOLUTIONS",K.N.ANILKUMAR,,370.00,2015-06-23,YES,,,
882,"ENGINEERING GRAPHICS – UNIQUE METHODS, EASY SOLUTIONS",K.N.ANILKUMAR,,370.00,2015-06-23,YES,,,
883,ENGINERING GRAPHICS WITH AUTOCAD,P.J. VARGHESE,VIP PUBLISHERS,260,2015-06-23,YES,,,
884,DIGITAL INTEGRATED ELECTRONICS,HERBERT TAUB DONALD SHILLING,T.M.H,,2015-06-23,YES,,,
885,ELECTRONICS CIRCUITS – THE COMPUTERS ENGINEER'S PERSPECTIVES,U.B MAHADEVASWAMY & V NATTARASU,PEARSON EDUCATION,,2015-06-23,YES,,,
886,ELECTRONICS CIRCUITS – THE COMPUTERS ENGINEER'S PERSPECTIVES,U.B MAHADEVASWAMY & V NATTARASU,PEARSON EDUCATION,,2015-06-23,YES,,,
887,ELECTRONICS CIRCUITS – THE COMPUTERS ENGINEER'S PERSPECTIVES,U.B MAHADEVASWAMY & V NATTARASU,PEARSON EDUCATION,,2015-06-23,YES,,,
888,ELECTRONICS LAB MANNUAL VOL-1,DR.K.A NAVAS,,170,2015-06-23,YES,,,
889,ELECTRONICS LAB MANNUAL VOL-1,DR.K.A NAVAS,,170,2015-06-23,YES,,,
890,BASICS OF ELECTRICAL ELECTRONICS & COMMUNICATION ENGINEERING,K.A. NAVAS                     T.A SUHAIL,,150,2015-06-23,YES,,,
891,PROGRAMMING LANGUAGE- 2E,RAVI SETHI,PEARSON EDUCATION,599,2015-06-23,YES,,,
892,COMPILERS- PRINCIPLES TECHNIQUES AND TOOLS (2E),"ALFERD V AHO, MONICA S LAM , RAVI SETHI, JEFFERY D.V LLMAN",PEARSON EDUCATION,,2015-06-23,YES,,,
893,OPERATING SYSTEMPRINCIPLES (7E),"ABRAHAM SILBER SCHATZ, PETER GALVIN,GERY GANGE",WILLY STUDENT EDITION,,2015-06-23,YES,,,
894,MODERN OPERATING SYSTEM – SECOND EDITION,ANDREW S TANENBAUM,PEARSON EDUCATION,,2015-06-23,YES,,,
895,AN INTRODUCTION TO DATA STRUCTURE WITH APPLICAITONS,JEAN PAUL TREMBLAY PAUL G SORENSON,T.M.H,399,2015-06-23,YES,,,
896,HUMANITIES AND COMUNICATION SKILLS,,PEARSON,,2015-06-23,YES,,,
897,"MULTIMEDIA – COMPUTING , COMMNICATION AND APPLICATIONS",RALF STEINMETZ               KLARA NAHRSTEDT,PEARSON,425,2015-06-23,YES,,,
898,QUANTITATIVE APTITUDE &REASONING,R V PRAVEEN,R V PRAVEEN,395,2015-06-23,YES,,,
899,COMPUTER NETWORKS FOURTH EDITION,ANDREW S TANENBAUM,PHI,250,2015-06-23,YES,,,
900,DATA BASE SYSTEM CONCEPTS,SILBERSCHATZ                    KORTH AND SUDARSHAN,T.M.H,,2015-06-23,YES,,,
901,BASIC CIVIL ENGINEERING,Dr.B.C PUNMIA                     ASHOK K JAIN                     ARUN K JAIN,LAKSHMI PUBLICATIONS,230,2015-06-23,YES,,,
902,COMPUTER NETWORKS,ANDREW S TANENBAUM,PHI,250,2015-06-23,YES,,,
903,MODERN ENGINEERING PHYSICS,A.S VASUDEVA,S. CHAND  TECHNICAL,450,2015-06-23,YES,,,
904,A TEXT BOOK OF  ENGINEERING MATHEMATICS,N.P.BALI                                JAMEELA BEEVI U,,295,2015-06-23,YES,,,
905,A TEXT BOOK OF ENGINEERING MECHANICS,Dr. R.K BANSAL,LAKSHMI PUBLICATIONS,375,2015-06-23,YES,,,
906,ENGINEERING MECHANICS,S. TIMOSHENKO                  D.H YOUNG                          J.V RAO,T.M.H,425,2015-06-23,YES,,,
907,ENGINEERING MECHANICS,S.S. BHAVIKATTI,NEW AGE TECHNO PRESS,250,2015-06-23,YES,,,
908,A  TEXT BOOK OF ENGINEERING MECHANICS,DR. R.K.BANSAT,LAXMI PUBLICATIONS,550,2015-06-23,YES,,,
909,THE INTEL MICROPROCESSOR,BARRY B BREY,PHI,525,2015-06-23,YES,,,
910,ENGINERING CHMEISTRY,DR.K.R.GIRIJA,EXCEL PUBLICATIONS,120,2015-06-23,YES,,,
911,FUNDAMENTALS OF DIGITAL LOGIC,STEPHEN BROWN               ZVONKO VRANESK,TMH,,2015-06-24,YES,DONATED BY RASEEK.C (A.P CSE),,
912,"CMOS-CIRCUIT DESIGN, LAYOUT AND SIMULATION",R.JACOB BAKER                  HARRY W LI                         DAVID E BOYEE,PHI,,,YES,DONATED BY AJEESH RAMANUJAN.(A.P.CSE),,
913,ENGINEERING CIRCUIT ANALYSIS,"W.H HAYT,                             J.E KEMMERTY                   S.M DURBIN",T.M.H,,,YES,DONATED BY RASEEK.C (A.P CSE),,
914,"ADVANCED MICROPROCESSORS, MICROCONTROLLERS AND PERIPHERAL CHIPS",M.A DORAIRANGASWAMY,,80,2015-06-24,YES,DONATED REENANAIR (A.P CSE),,
915,LOGIC DISCRETE MATHEMATICS – A COMPUER SCIENCE PERSPECTIVE,"WINFRIEDKARLGRASSMANN, JEAN PAUL TREMBLAY",PEARSON,,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
916,APPLIED DISCRETESTRUCTURES FOR COMPUTER SCIENCE,ALAN DOERR                       KENNETH LEVASSEUR,GALGOTIA PUBLICATIONS,176,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
917,DISCRETE MATHAMATICS,KENNATH.A                          ROSS                                     CHARLES R B                        WRIGHT,PEARSON,,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
918,A TREATISE ON DISCRETE MATHEMATICAL STRUCTURE,SANGUINE TECHNICAL PUBLISHERS,JAYANT GANGULY,495,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
919,HUMANITIES AND COMMUNICATIONS SKILLS,,PERARSON,,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
920,MANAGEMENT INFORMATION SYSTEMS,S.SADAGOPAN,PHI,125,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
921,PARALLELL COMPUTER ARHITECTURE AND PROGRAMMING,RAJARAMAN                        MURTHY,PHI,175,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
922,COMPUTER ALGORITHMS C++,"ELLIS HOROWITZ, SARAJ SAHNI                       SANKUTEVAR RAJASEKARAN",GALGOTIA,270,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
923,UNIX NETWORK PROGRAMMING – INTER PROCESS COMMUNICATIONS,W.RICHARD STEVENS,ADISON WESLEY,,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
924,AN INTRODUCTION TO WIRELESS TECHNOLOGY,GARY S ROGERS                  JOHN EDWARDS,PEARSON,,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
925,JAVA AND OBJECT ORIENTED PARADIGM,DEBASISH JANA,PHI,395,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
926,FOUNDATION OF OBJECT ORIENTED LANGUAGE,KIM B BRUCE,PHI,225,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
927,DATA BASE SYSTEM DESIGN IMPLIMETATION AND MANAGEMENT,ROB & KORNEL,GALGOTIA,295,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
928,AN INTREPRED APPROACH TO SOFTERWARE ENGINEERING,PANKAJ JALOTE,NAROSA PUBLICATION,295,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
929,DECISION SUPPORT SYSTEM,V.S JANAKIRAMAN             K.SARAKESI,PHI,295,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
930,"PROBABILITY AND STATISTICS WITH RELIABILITY , QUEING AND COMPUTER SCIENCE APPLICATION",KISHOR S TRIVEDI,PHI,150,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
931,HARDWARE AND SOFTWARE OF PERSNOAL COMPUTERS,SANJAY KA BOSE,NEW AGE INTERNATIONAL PUBLISHERS,199,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
932,NEURAL ENGINEERING,CHRIS ELIASMITH AND CHARLES H ANDERSON,PHI,295,2016-09-20,YES,DONATED BY P.C.REGHURAJ,,
933,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,675,2016-11-22,YES,PTA FUND,,
934,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,676,2016-11-22,YES,PTA FUND,,
935,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,677,2016-11-22,YES,PTA FUND,,
936,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,678,2016-11-22,YES,PTA FUND,,
937,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,679,2016-11-22,YES,PTA FUND,,
938,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,680,2016-11-22,YES,PTA FUND,,
939,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,681,2016-11-22,YES,PTA FUND,,
940,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,682,2016-11-22,YES,PTA FUND,,
941,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,683,2016-11-22,YES,PTA FUND,,
942,ELECTRONIC DEVICES AND CIRCUITS,DAVID A BELL,OXFORD UNIVERSITY PRESS,684,2016-11-22,YES,PTA FUND,,
943,JAVA THE COMPLETE REFERENCE,HERBERT SCHILDT,MC GRAW HILL,795,2017-01-31,YES,PTA FUND,,
944,JAVA THE COMPLETE REFERENCE,HERBERT SCHILDT,MC GRAW HILL,796,2017-01-31,YES,PTA FUND,,
945,JAVA THE COMPLETE REFERENCE,HERBERT SCHILDT,MC GRAW HILL,797,2017-01-31,YES,PTA FUND,,
946,DIGITAL LOGIC AND COMPUTER DESIGN,M. MORIS MANO,PEARSON,659,2017-01-31,YES,PTA FUND,,
947,DIGITAL LOGIC AND COMPUTER DESIGN,M. MORIS MANO,PEARSON,659,2017-01-31,YES,PTA FUND,,
948,DIGITAL LOGIC AND COMPUTER DESIGN,M. MORIS MANO,PEARSON,659,2017-01-31,YES,PTA FUND,,
949,DIGITAL LOGIC AND COMPUTER DESIGN,M. MORIS MANO,PEARSON,659,2017-01-31,YES,PTA FUND,,
950,DIGITAL LOGIC AND COMPUTER DESIGN,M. MORIS MANO,PEARSON,659,2017-01-31,YES,PTA FUND,,
951,INTRODDUCTION TO COMPUTING AND PROBLEM SOLVING,E.BALAGURUSWAMY,MC GRAW HILL,325,2017-01-31,YES,PTA FUND,,
952,INTRODDUCTION TO COMPUTING AND PROBLEM SOLVING,E.BALAGURUSWAMY,MC GRAW HILL,325,2017-01-31,YES,PTA FUND,,
953,INTRODDUCTION TO COMPUTING AND PROBLEM SOLVING,E.BALAGURUSWAMY,MC GRAW HILL,325,2017-01-31,YES,PTA FUND,,
954,COMPUTER ORGANISATION,CARL HAMACLER   ZVONKO VRANESIC SAFWATZAKY,MC GRAW HILL,575,2017-01-31,YES,PTA FUND,,
955,COMPUTER ORGANISATION,CARL HAMACLER   ZVONKO VRANESIC SAFWATZAKY,MC GRAW HILL,575,2017-01-31,YES,PTA FUND,,
956,COMPUTER ORGANISATION,CARL HAMACLER   ZVONKO VRANESIC SAFWATZAKY,MC GRAW HILL,575,2017-01-31,YES,PTA FUND,,
957,COMPUTER ORGANISATION,CARL HAMACLER   ZVONKO VRANESIC SAFWATZAKY,MC GRAW HILL,575,2017-01-31,YES,PTA FUND,,
958,COMPUTER ORGANISATION,CARL HAMACLER   ZVONKO VRANESIC SAFWATZAKY,MC GRAW HILL,575,2017-01-31,YES,PTA FUND,,
959,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ PETER B GALVIN GERGE GAGNE,WILEY INDIA,619,2017-01-31,YES,PTA FUND,,
960,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ PETER B GALVIN GERGE GAGNE,WILEY INDIA,619,2017-01-31,YES,PTA FUND,,
961,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ PETER B GALVIN GERGE GAGNE,WILEY INDIA,619,2017-01-31,YES,PTA FUND,,
962,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ PETER B GALVIN GERGE GAGNE,WILEY INDIA,619,2017-01-31,YES,PTA FUND,,
963,OPERATING SYSTEM CONCEPTS,ABRAHAM SILBERSCHATZ PETER B GALVIN GERGE GAGNE,WILEY INDIA,619,2017-01-31,YES,PTA FUND,,
964,DATA BASE SYSTEMS,ELMASRI                              NAVATHE,PERARSON,849,2017-01-31,YES,PTA FUND,,
965,DATA BASE SYSTEMS,ELMASRI                              NAVATHE,PERARSON,849,2017-01-31,YES,PTA FUND,,
966,DATA BASE SYSTEMS,ELMASRI                              NAVATHE,PERARSON,849,2017-01-31,YES,PTA FUND,,
967,DATA BASE SYSTEMS CONCEPTS,SILBERSCHATZ KORTH SUDARSHAN,MC GRAW HILL,725,2017-01-31,YES,PTA FUND,,
968,DATA BASE SYSTEMS CONCEPTS,SILBERSCHATZ KORTH SUDARSHAN,MC GRAW HILL,725,2017-01-31,YES,PTA FUND,,
969,DATA BASE SYSTEMS CONCEPTS,SILBERSCHATZ KORTH SUDARSHAN,MC GRAW HILL,725,2017-01-31,YES,PTA FUND,,
970,DESIGN AND ANALYSIS OF ALGORITHMS,DR. N. JAYAPRAKASH        K.SHELVAKUMARI             S.ARUNA  ,ANURADHA PUBLICATIONS,180,2017-01-31,YES,"RASEEK.C, A.P , CSE",,
971,SPEECH AND AUDIO SIGNAL PROCESSING – PROCESSING AND PERCEPTION OF SPEECH AND MUSIC,BEN GOLD                           NELSON MORGAN,WILEY INDIA,180,2017-01-31,YES,"RASEEK.C, A.P , CSE",,
972,ARTIFICIAL INTELLIGENCE,R B MISHRA,PHI,325,2017-01-31,YES,"RASEEK.C, A.P , CSE",,
973,INTRODUCTION TO ARTIFICIAL INTELLEGENCE,RAJENDRA AKERKAR,PHI,275,2017-01-31,YES,"RASEEK.C, A.P , CSE",,
974,LOGIC AND COMPUTER DESIGN FUNDAMENTALS,M. MORIS MANO                 CHARLES KIME,PEARSON,,2017-01-31,YES,"ANURAJ , A.P , CSE",,
975,DIGITAL FUNDAMENTALS,THOMAS  L FLOYD,PEARSON,,2017-01-31,YES,"ANURAJ , A.P , CSE",,
976,FUNDAMENTALS OF DATA STRUCTURES,"ELLIS HOROWITZ, SARTAJ SAHNI",GALGOTIA BOOK SOURCE,,2017-02-02,YES,DR.REGHURAJ P.C.,,
977,OBJECT ORIENTED SYSTEMS DEVELOPMENT USING THE UML,ALI BAHRANI,MC GRAW HILL,,2017-01-31,YES,PTA FUND,,
978,DATA MININIG – INTRODUCTORY AND ADVANCED TOPICS,MARGARET H DINHAM,PEARSON,,2017-02-14,YES,DR.REGHURAJ P.C.,,
979,DATA WAREHOUSING IN THE REAL WORLD,SAN ANAHORY                     DENNIS MURRAY,ADDISON WESLEY,,2017-04-24,YES,DR.REGHURAJ P.C.,,
